Name,Number,League,Country,Registered,url
Shimmy Coco Bop,26,Rose City Rollers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Studley Dooright,,Atlantic Coast Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Samsterdam,4,Chattanooga Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Corn Federali,1692,Silicon Valley Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Jessie James,ks019rd 0001888,Captial City Crushers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Running Scarred,16,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Major Cluster,9432,Molly Roger Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Angry WhopHer,42,Capital City Crushers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Knight Glider,2000,St Louis Gatekeepers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Miss Meladjusted,9mm,A'Salt Creek Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Danimal The Animal,13,Palm Coast Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Rockquelle Damage,1969,Wreckin' Roller Rebels,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Epic Flail,3P1C,Borderlands Brawlers Roller Derby (BBRD),United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Danicatastrophe,-30-,Atlantic Coast Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Bijou Blacnbleu,75,RMRG,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Slugfairy,,Sydney Roller Derby League,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
bloody2shoes,132,Happy Valley Derby Darlins,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Terrorhawk,56,Killamazoo Derby Darlins,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Halle BuryHer,6 FT,GâForce/ Carolina Wreckingballs,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
MIssRed,,Rat City Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Brawl N Barbie,KS019rd 0001886,Captial City Crushers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Scheisse Minnelli,415,Terminal City Rollergirls,New Zealand,"21st January, 2014",http://www.derbyrollcall.com/everyone
Guppy,,Sydney Roller Derby League,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
DURBINATOR,101,The Skateful Dead,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Wreckless Riot,ES87,Aroostook Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Wreckless,216,Wasatch Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ginny Wheezy,9.75,Northwest Arkansas Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Jenna Jammerson,42,Desert Dolls Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Steg O'Soar,505,Bath Roller Derby Girls,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Razor,42,,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Samurai slam,,,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Nathan,74,Collision Men's Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
The ThICK,,Sydney Roller Derby League,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hardcore Candy,01,South Shore Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Cherry Von Sin,1986,Junction City Roller Dolls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ducky DoRight,,540 Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Skatanico,24,MRD,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Dredd Ref Roberts,2RU <3,Ventura County Derby Darlins,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Cajun TreeShaka,tree tree 7,Unite Rollers Femme Fatale,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Pappa Rottsy,35mm,SVRG,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
spookie smackhouse,1031,south shore roller girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Calamity Jones,911,Rockin' City Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Avah Slam Lincoln,13,Desert Dolls Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Slappa Ho,243,Shasta Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Flyin' ACE,.223cal,Peninsula Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Cat A. Combs,1786,Rocky Mountain Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
FrostByte,32F,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Grim Reber,630,Philly Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
CoffinBaby,31,Toxic Lima Roller Derby,Peru,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hex Education,6,Northshore Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Harley Hellraiser,10,Dark Horse Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Queen of the Vile,7,Ventura County Derby Darlins,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Champ UnKind,4,Wine Town Rollers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Aurora Thunder,7,Carolina Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Janie Jawbreaker,86,River Valley Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Goldie Blocks,3 bears,Desert Dolls Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Minx,842,Hereford Roller Girls,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Darby O'Kill,,Angel City Derby Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hit One Purl One,c2C,Newcastle Roller Girls,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Disaster Girl,0HN0,Wilkes Barre/Scranton Roller Radicals,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Shady Hawkins,,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Bruz-Her,24,KCRW,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ka$h Honey,919,Greensboro Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Cha Cha Cherrybomb,1965,Oklahoma victory dolls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
SkullDozer,18,Manchester Roller Derby,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Absolutley Scabulous,.08,Silicon Valley Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Calamity Jones,911,Rockin' City RollerGirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
KNOX,145 BPM,Dallas Derby Devils,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Lipstick n Bruises,702,NV East Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Suga Smaxxx,511,FoCo Girls Gone Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Zee Apocalypz,Z13,,Canada,"21st January, 2014",http://www.derbyrollcall.com/everyone
The EmPaleHer,1.21,Orlando Area Derby Revolution,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Miss D'Meanour,NS0,Inner West Roller Derby League,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Para Norma,1031,SVRG,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Dixie Darkside,8X,Gold City Rollers,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Pain O'Noir,750mL,Peninsula Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
DebT Collector,22,Castle Rock 'N' Rollers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ani Mae Moxie,5n2,Eastside derby girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Rogue Rage,462,Aroostook Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Miss High Octane,Z/28,DDRD,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Iron Chef,,,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Lou Boot'in,5x5,Bath,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Beater Blocker,23,Doonhame Derby Dolls,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Seth$ha,11,Kalamazoo Mens Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
PepÃ¢ la Pow!,23,Western Sydney Rollers,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Millie SuckerPunch,83,Rockin' City Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
BabyDoll,15,Femme fatal roller dolls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
MoonRunner,00,Copenhagen Roller Derby,Denmark,"21st January, 2014",http://www.derbyrollcall.com/everyone
Dwayne 'The Block' Johnson,279,BRDG,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
JalapeÃ±o Biznaz,17,Wichita Falls Derby Dames,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Jalapeno Ace,2h0t,Molly Roger Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Izzy Serious,40,Deep Valley Belligerents,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hooligan Lu,23,west coast derby knockouts,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
D'Fleured,,South Shore Roller Girls and Chicago Red Hots,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Bow Pesci,10,Killamazoo Derby Darlins,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Anti-Social Dee,74,VCDD,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Grace N Motion,2,Reno Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Sgt. Smash-Her,E-5,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
D.A. DARUCKUS,8-TEAM,Terminal City Rollergirls,Canada,"21st January, 2014",http://www.derbyrollcall.com/everyone
Wicked Bliss,6847,Castle Rock'n'Rollers,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Harmless,13,Jersey Boys Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Kid Vicious,3.14,DuPage Derby Dames,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Killer Mockingbird,2,Ventura County Derby Darlins,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Mutha Bear,49,Tulsa derby league,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Slingin' Gritz,185,Carolina Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Tyra Spanks,11,Benton County Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Assaultin' Pepa,86,Rocky Mountain Rollergirlsq,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
MoMizzle,519,Philly Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Kelljoy,119,South Florida Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Raggedy Ann-ihilation,5,Treasure Valley Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
James T Hurt,,Soul City Sirens,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Psychokid D Freakout,not 14,Southern Illinois Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
LauRAWR!,789,Silicon Valley Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Little Timmy,7,puget sound outcast,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Sparkly Wolf Allen,,,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Gyna Doll,88,Shasta Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Matterbater,5,Kalamazoo Mens Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
splatbus,19,evolution,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Vince Hannity,916,Fort Myers Derby Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ringo Sparr,,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Drop Dead Red,444,Mainland Misfits,Canada,"21st January, 2014",http://www.derbyrollcall.com/everyone
Kelly P. Cruz,4,Hereford Roller Girls,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
ShockStopHer,360,Rainier Roller Girls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
FixHer Upper,911,Oklahoma City Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Holy Jennoli,101,Wasatch Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hammer Montana,15,South Side Derby Dolls,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Cat Fink,42,South Side Derby Dolls,Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ophelia Plenty,1039,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Jim Peccable,J1M,"Sydney Roller Derby League, Sydney City SMASH Men's Derby",Australia,"21st January, 2014",http://www.derbyrollcall.com/everyone
Ava Gore,42,Carolina Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Double D Darlin,14,H.A.R.D.,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
nick fury,804,drive by city rollerderby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Anita Chainsaw,992Life,Garden State Rollergirls,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Miss Trial,,NYSE,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
MotÃ¶rhead Molly,204,Toronto Roller Derby (TORD),Canada,"21st January, 2014",http://www.derbyrollcall.com/everyone
Hillbilly Homicide,187,saint john mens roller derby,Canada,"21st January, 2014",http://www.derbyrollcall.com/everyone
Operatic Annihilator,1358,Red Stick Roller Derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Bella Fire,26,Kansas City Roller Warriors,United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
KooJo,,shasta roller derby,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Kitten Kill-Her,<3,Tulsa Derby League,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
Knuckleduster Nat,85,Hulls Angels Roller Dames (HARD),United Kingdom,"21st January, 2014",http://www.derbyrollcall.com/everyone
Lady After Math,2718,,United States,"21st January, 2014",http://www.derbyrollcall.com/everyone
